Molecular_Weight,XLogP,Polar_Area,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Has_Beta_Lactam,BetaLactam_AtomIdx,BetaLactam_Core_With_Attachments,SMILES,Mol,SMILES_Valid,Core_Scaffold_SMILES
878.9,0.1,270.0,6,20,False,,,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC)OC1C(OC1CC(O)C(O)(C(C)O)C(C)O1)(O4)C31CO1)C(=O)C(O)CC2OC1COC(C)(OC(C)=O)C(C)(O)C1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb040>,True,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC)OC1C(OC1CC(O)C(O)(C(C)O)C(C)O1)(O4)C31CO1)C(=O)C(O)CC2OC1COC(C)(OC(C)=O)C(C)(O)C1
262.26,0.2,82.4,2,5,False,,,COc1cc2c(cc1O)N=C[C@@H]1CC[C@H](O)N1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb0b0>,True,COc1cc2c(cc1O)N=C[C@@H]1CC[C@H](O)N1C2=O
643.6,1.2,236.0,7,14,False,,,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb120>,True,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O
541.5,2.1,186.0,5,11,False,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb190>,True,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
1526.6,-11.8,762.0,23,35,False,,,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCNC(=O)CCC(=O)O)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb200>,True,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCNC(=O)CCC(=O)O)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
813.9,3.8,220.0,5,16,False,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb270>,True,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
566.0,1.2424999999999993,189.0,7,11,False,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N)C(O)C(C)O1.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb2e0>,True,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N)C(O)C(C)O1.Cl
569.6,3.1,163.0,4,11,False,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb350>,True,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
126.11,0.5,46.5,1,3,False,,,C=CC1=CC(O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb3c0>,True,C=CC1=CC(O)OC1=O
1058.0,6.4,267.0,7,18,False,,,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb430>,True,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O
564.0,1.4522999999999995,186.0,6,11,False,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb4a0>,True,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1.Cl
699.7,2.9,202.0,5,14,False,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb510>,True,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
848.3,3.5795000000000035,217.0,5,16,False,,,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb580>,True,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC.Cl
336.3,3.3,89.9,1,6,False,,,COc1cc(C)cc2c(=O)oc3c(c12)C(=O)c1cccc(O)c1C3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb5f0>,True,COc1cc(C)cc2c(=O)oc3c(c12)C(=O)c1cccc(O)c1C3=O
151.59,-2.0,63.3,2,3,False,,,C[C@H](Cl)C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb660>,True,C[C@H](Cl)C[C@H](N)C(=O)O
213.13,-3.2,118.0,4,6,False,,,CC(=O)N(O)C[C@@H](O)CP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb6d0>,True,CC(=O)N(O)C[C@@H](O)CP(=O)(O)O
389.5,-3.4,158.0,5,9,False,,,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CN)[C@@H](OC)C[C@@H]2N)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb740>,True,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CN)[C@@H](OC)C[C@@H]2N)O1
661.7,1.9,239.0,8,14,False,,,CC(O)CC(OC(C)CO)OC1C(N)CC(OC2CC(O)(C(C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)OC1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb7b0>,True,CC(O)CC(OC(C)CO)OC1C(N)CC(OC2CC(O)(C(C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)OC1C
412.4,2.5,141.0,4,8,False,,,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb820>,True,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
428.4,2.7,162.0,5,9,False,,,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb890>,True,CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC
304.29,2.4,85.2,2,6,False,,,COc1cc(OC)c2c(O)c3c(cc2c1)OC(C)(O)CC3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb900>,True,COc1cc(OC)c2c(O)c3c(cc2c1)OC(C)(O)CC3=O
210.23,0.6,70.1,2,4,False,,,CC(C)=CC(O)C1=C[C@@H](O)[C@@H]2O[C@@H]2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb970>,True,CC(C)=CC(O)C1=C[C@@H](O)[C@@H]2O[C@@H]2C1=O
197.13,-2.2,98.1,3,5,False,,,CC(=O)N(O)CCCP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eb9e0>,True,CC(=O)N(O)CCCP(=O)(O)O
675.7,-0.2,321.0,6,15,True,"19,20,21,22,23,24,42,41",*[C@@H]1C(=O)N(*)[C@@H]1*,Nc1nc(C(NC(=O)c2cc(=O)c(O)cn2O)C(=O)N[C@H]2C(=O)N3C(C(=O)[O-])=C(CSc4cc[n+](CCO)cc4)CS[C@@H]23)cs1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eba50>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
376.4,4.6,101.0,2,6,False,,,CCc1ccc2c(O)c3c(cc2c1C(=O)OC)C(=O)c1cccc(O)c1C3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebac0>,True,CCc1ccc2c(O)c3c(cc2c1C(=O)OC)C(=O)c1cccc(O)c1C3=O
639.6,2.7,202.0,5,13,False,,,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC4N=CC(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebb30>,True,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC4N=CC(C)OC(CC(C)O)OC4C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
363.4,0.3,111.0,1,8,False,,,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@@H]3[C@H](CN21)N3C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebba0>,True,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@@H]3[C@H](CN21)N3C
569.6,3.2,166.0,5,11,False,,,CCC1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebc10>,True,CCC1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
443.41,-5.4,242.0,8,9,False,,,CNCC(=O)NC(CO)C(=O)NC1C(C(N)=O)OC(n2ccc(N)nc2=O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebc80>,True,CNCC(=O)NC(CO)C(=O)NC1C(C(N)=O)OC(n2ccc(N)nc2=O)C(O)C1O
357.38,-0.8,175.0,4,8,True,"10,9,7,8,6,2,21,22",*[C@@H]1C(=O)N(*)[C@@H]1*,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebcf0>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
504.5,-0.8,162.0,0,10,False,,,CC(=O)OC1C=COC=C2CC34SSC5(CC6=COC=CC(OC(C)=O)C6N5C3=O)C(=O)N4C21,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebd60>,True,CC(=O)OC1C=COC=C2CC34SSC5(CC6=COC=CC(OC(C)=O)C6N5C3=O)C(=O)N4C21
330.4,-1.0,62.2,1,6,False,,,COc1cccc2c1[C@@H]1CO[C@@H]3[C@@H]4C[C@@H](C(=O)O)[C@H]([C@H](C2)N31)N4C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebdd0>,True,COc1cccc2c1[C@@H]1CO[C@@H]3[C@@H]4C[C@@H](C(=O)O)[C@H]([C@H](C2)N31)N4C
1540.7,-10.7,795.0,24,33,False,,,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCC1=NC(c2nc(C(=O)NCCCCNC(N)=NCCCCN=C(N)N)cs2)CS1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebe40>,True,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCC1=NC(c2nc(C(=O)NCCCCNC(N)=NCCCCN=C(N)N)cs2)CS1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
630.7,-6.4,324.0,12,13,False,,,NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2C(=O)NC[C@@H](O)[C@H]2N1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebeb0>,True,NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2C(=O)NC[C@@H](O)[C@H]2N1
147.13,-4.4,101.0,3,5,False,,,N[C@@H](CC(=O)CO)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebf20>,True,N[C@@H](CC(=O)CO)C(=O)O
331.32,-0.1,88.0,1,7,False,,,COC1=C(C)C(=O)C2=C(C1=O)[C@@H]1COC(=O)N[C@@]13[C@@H]1[C@H](CN23)N1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ebf90>,True,COC1=C(C)C(=O)C2=C(C1=O)[C@@H]1COC(=O)N[C@@]13[C@@H]1[C@H](CN23)N1C
445.4,-3.7,211.0,4,11,False,,,CO[C@@]1(NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec040>,True,CO[C@@]1(NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]21
931.2,4.5,198.0,3,17,False,,,CO[C@H]1CC[C@H](O[C@@]2(C)[C@H](C[C@@H]3C[C@@H](OC)[C@@H](C)C4(O3)O[C@](C)(C3CCC([C@@H]5CC[C@H](C6O[C@](C)(O)[C@H](C)[C@H](O)[C@@H]6C)O5)O3)[C@H](OC)[C@H]4C)OC([C@@H](C)C(=O)OO)[C@H](C)[C@@H]2OC)O[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec0b0>,True,CO[C@H]1CC[C@H](O[C@@]2(C)[C@H](C[C@@H]3C[C@@H](OC)[C@@H](C)C4(O3)O[C@](C)(C3CCC([C@@H]5CC[C@H](C6O[C@](C)(O)[C@H](C)[C@H](O)[C@@H]6C)O5)O3)[C@H](OC)[C@H]4C)OC([C@@H](C)C(=O)OO)[C@H](C)[C@@H]2OC)O[C@@H]1C
140.14,-0.4,49.8,1,3,False,,,CC1=C[C@@H](O)[C@H]2O[C@H]2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec120>,True,CC1=C[C@@H](O)[C@H]2O[C@H]2C1=O
422.5,2.4,142.0,5,7,False,,,CCC(N)C(O)C(O)C(C)C(=O)NC(CC(C)C)C1Cc2cccc(O)c2C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec190>,True,CCC(N)C(O)C(O)C(C)C(=O)NC(CC(C)C)C1Cc2cccc(O)c2C(=O)O1
561.7,-4.368800000000002,283.0,10,16,False,,,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec200>,True,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.O=S(=O)(O)O
650.8,4.4,188.0,8,10,False,,,CC(C)C1OC(=O)C=CC=CC=CC=CC=CCC(O)C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C=CC1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec270>,True,CC(C)C1OC(=O)C=CC=CC=CC=CC=CCC(O)C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C=CC1C
887.0,-8.2,434.0,16,17,False,,,NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2C(=O)NC[C@@H](O)[C@H]2N1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec2e0>,True,NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2C(=O)NC[C@@H](O)[C@H]2N1
642.9,5.3,163.0,5,10,False,,,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@H]1O[C@@](O)([C@H](C)C(=O)O)[C@H](C)C[C@@H]1C)[C@H]1O[C@](C)([C@]2(O)O[C@@](CC)([C@@H](O)CC)C[C@H]2C)C[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec350>,True,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@H]1O[C@@](O)([C@H](C)C(=O)O)[C@H](C)C[C@@H]1C)[C@H]1O[C@](C)([C@]2(O)O[C@@](CC)([C@@H](O)CC)C[C@H]2C)C[C@@H]1C
553.6,3.0,146.0,4,10,False,,,CCC1(O)Cc2cc3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec3c0>,True,CCC1(O)Cc2cc3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
364.35,0.2,146.0,3,9,False,,,COc1c(C)c(N=O)c(O)c2c1N1C[C@@H]3N[C@@H]3[C@@]1(OC)[C@H]2COC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec430>,True,COc1c(C)c(N=O)c(O)c2c1N1C[C@@H]3N[C@@H]3[C@@]1(OC)[C@H]2COC(N)=O
344.4,0.1,111.0,4,6,False,,,CC1=C[C@@H](O)[C@H]2[C@](O)(CC[C@]34O[C@]23[C@@H](O)c2cccc(O)c2C4=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec4a0>,True,CC1=C[C@@H](O)[C@H]2[C@](O)(CC[C@]34O[C@]23[C@@H](O)c2cccc(O)c2C4=O)C1
179.17,-3.7,124.0,5,6,False,,,N[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)C=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec510>,True,N[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)C=O
360.8,1.0,139.0,2,7,False,,,CON1C(=O)C23NC(=O)[C@@H]1SS[C@H]2c1cc(Cl)c(O)cc1O3,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec580>,True,CON1C(=O)C23NC(=O)[C@@H]1SS[C@H]2c1cc(Cl)c(O)cc1O3
468.5,-6.0,262.0,10,14,False,,,N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec5f0>,True,N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H](N)C[C@H]2N)O[C@H](CO)[C@H]1O
628.8,4.7,163.0,5,10,False,,,CCC(C(=O)C(C)C(O)C(C)C1OC(O)(C(C)C(=O)O)C(C)CC1C)C1OC(C)(C2(O)OC(CC)(C(C)O)CC2C)CC1C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec660>,True,CCC(C(=O)C(C)C(O)C(C)C1OC(O)(C(C)C(=O)O)C(C)CC1C)C1OC(C)(C2(O)OC(CC)(C(C)O)CC2C)CC1C
427.4,-0.5,197.0,7,9,False,,,CC(=O)N(O)CCC[C@H](NC(=O)[C@@H](NC(=O)c1cccc(O)c1O)[C@@H](C)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec6d0>,True,CC(=O)N(O)CCC[C@H](NC(=O)[C@@H](NC(=O)c1cccc(O)c1O)[C@@H](C)O)C(=O)O
748.7,-1.6,279.0,5,17,False,,,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(NCCCC(=O)NC4OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C4NC(C)=O)C3=O)N1CC1NC12,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec740>,True,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(NCCCC(=O)NC4OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C4NC(C)=O)C3=O)N1CC1NC12
1101.4,2.5,386.0,13,15,False,,,CCC(C)C1CC(=O)NC(CCN)C(=O)NC(C(C)CC)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec7b0>,True,CCC(C)C1CC(=O)NC(CCN)C(=O)NC(C(C)CC)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O1
253.24,-2.8,105.0,3,6,False,,,COP(=O)(O)N(C)NC(=O)[C@@H](N)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec820>,True,COP(=O)(O)N(C)NC(=O)[C@@H](N)CC(C)C
360.4,0.4,114.0,2,7,False,,,COC(=O)[C@@H]1C[C@H](O)[C@H](O)[C@@H](n2cc(CC#N)c3c(OC)cccc32)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec890>,True,COC(=O)[C@@H]1C[C@H](O)[C@H](O)[C@@H](n2cc(CC#N)c3c(OC)cccc32)O1
99.09,-3.1,63.3,2,3,False,,,C#C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec900>,True,C#C[C@H](N)C(=O)O
260.279,3.4,58.9,2,4,False,,,COc1cc(C)c(Oc2cc(C)cc(O)c2)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec970>,True,COc1cc(C)c(Oc2cc(C)cc(O)c2)c(O)c1
751.0,7.2,142.0,0,12,False,,,CCC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ec9e0>,True,CCC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1
461.6,-4.6,200.0,8,12,False,,,CNCC1=CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2eca50>,True,CNCC1=CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
811.8,-10.0,458.0,16,20,False,,,NC(=O)OC1C(O)C(O)C(NC(=O)C2CCC(N)=N2)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2NC(=O)C(N)CCCN=C(N)N)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ecac0>,True,NC(=O)OC1C(O)C(O)C(NC(=O)C2CCC(N)=N2)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2NC(=O)C(N)CCCN=C(N)N)C(O)C1O
416.4,-5.0,228.0,5,10,True,"14,13,11,12,10,6,25,26",*[C@@H]1C(=O)N(*)[C@@H]1*,NC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ecb30>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
507.4,-8.1,305.0,10,14,False,,,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2ecba0>,True,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
